,z>=0.0,z>=0.5,z>=1.0,z>=1.5,z>=2.0,v3_best,v3_gross,N225_B&H
2025-07-08,0.0035031496389162833,0.0034109407800433037,0.0034109407800433037,0.001979746827815235,0.0,0.001979746827815235,0.0021538700643778555,0.002554555029451011
2025-07-09,0.0024423387662650294,0.0024423387662650294,0.0024423387662650294,0.0025682155297024082,0.0027423387662650293,0.0025682155297024082,0.003042338766265029,0.003337783645913195
2025-07-10,-0.0017569097853492115,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0,-0.004392673201593644
2025-07-11,-0.003200274201347628,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0019340915208561071
2025-07-14,0.000588254036368877,0.00046787261043861495,0.0,0.0,0.0,0.0,0.0,-0.002781387027117277
2025-07-15,0.002481510658092536,0.002481510658092536,0.0,0.0,0.0,0.0,0.0,0.005534732251511354
2025-07-16,-0.0014714710468079952,-0.0014714710468079952,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00036849353679269115
2025-07-17,-0.005523286474529619,-0.00023857966845638694,0.0,0.0,0.0,0.0,0.0,0.005995274689452268
2025-07-18,0.0026553205743837217,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0020571323400920827
2025-07-22,-0.0011677370299108321,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0011097058847765462
2025-07-23,-0.02486035523970308,-0.024737936594796207,-0.024737936594796207,-0.0126782066410554,0.0,-0.0126782066410554,-0.012524456469623694,0.035107509246364854
2025-07-24,-0.001551211410069146,-0.0003,-0.0003,-0.0001537501714317072,0.0,-0.0001537501714317072,0.0,0.015909607131329384
